[10May2025 00:09:42.763] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Zhair16 has made the advancement [Incendium]
[10May2025 00:09:42.766] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Zhair16 has made the advancement [We Need to Go Deeper]
[10May2025 00:10:10.832] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 46331ms or 926 ticks behind
[10May2025 00:10:13.173] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: KMRgamerotaku has made the advancement [Incendium]
[10May2025 00:10:13.173] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: KMRgamerotaku has made the advancement [We Need to Go Deeper]
[10May2025 00:10:15.011] [Worker-Main-9/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -6], pos: MutableBlockPos{x=-93, y=118, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.501] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-224, y=89, z=-85}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.501] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-223, y=91, z=-85}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.501] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-223, y=90, z=-85}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.501] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-223, y=89, z=-85}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.501] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-224, y=91, z=-84}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.501] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-224, y=90, z=-84}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.501] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-224, y=89, z=-84}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.501] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-223, y=91, z=-84}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.501] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-223, y=90, z=-84}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.501] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-223, y=89, z=-84}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-224, y=91, z=-83}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-224, y=90, z=-83}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-224, y=89, z=-83}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-223, y=91, z=-83}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-223, y=90, z=-83}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-223, y=89, z=-83}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-222, y=91, z=-83}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-222, y=90, z=-83}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-222, y=89, z=-83}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-224, y=91, z=-82}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-224, y=90, z=-82}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-224, y=89, z=-82}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-223, y=91, z=-82}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-223, y=90, z=-82}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-223, y=89, z=-82}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-224, y=91, z=-81}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.502] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-224, y=90, z=-81}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-224, y=89, z=-81}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-223, y=91, z=-81}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-223, y=90, z=-81}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -6], pos: MutableBlockPos{x=-223, y=89, z=-81}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-224, y=90, z=-80}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-224, y=89, z=-80}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-224, y=92, z=-74}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-223, y=93, z=-72}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-222, y=93, z=-72}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-222, y=92, z=-72}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-222, y=91, z=-72}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-223, y=93, z=-71}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-223, y=92, z=-71}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-223, y=91, z=-71}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-223, y=93, z=-70}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-223, y=92, z=-70}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-223, y=91, z=-70}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.503] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-223, y=91, z=-70}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.504] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-221, y=90, z=-73}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.504] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -5], pos: MutableBlockPos{x=-224, y=90, z=-78}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:16:39.507] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, -3], pos: MutableBlockPos{x=-244, y=69, z=-48}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/fire]
[10May2025 00:16:39.522] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-237, y=73, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.522] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-237, y=72, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.523] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-237, y=71, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.523] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-236, y=73, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.523] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-236, y=72, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.523] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-236, y=71, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.524] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-235, y=73, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.524] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-235, y=72, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.524] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-235, y=71, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.524] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-234, y=73, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.524] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-234, y=72, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.524] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-234, y=71, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.524] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-233, y=73, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.524] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-233, y=72, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.524] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-233, y=71, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.524] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-232, y=73, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.525] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-232, y=72, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.525] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-232, y=71, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.525] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-231, y=73, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.525] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-231, y=72, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.525] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-231, y=71, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.525] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-230, y=73, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.525] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-230, y=72, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.525] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-230, y=71, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.525] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-229, y=73, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.525] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-229, y=72, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.526] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-229, y=71, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.526] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-236, y=73, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.526] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-236, y=72, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.526] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-236, y=71, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.526] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-235, y=73, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.526] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-235, y=72, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.526] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-235, y=71, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.526] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-234, y=73, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.526] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-234, y=72, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.526] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-234, y=71, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.526] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-233, y=73, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.527] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-233, y=72, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.527] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-233, y=71, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:16:39.527] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, -2], pos: MutableBlockPos{x=-232, y=73, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
